Conc1	1E-06	
Start1	690.02	
Stop1	2789.81	
Kobs	0.000358427896235064	
Error Kobs	5.88450959951772E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
839.42	0.57345451	0.56038255	
839.62	0.57280513	0.56053695	
839.82	0.57239927	0.56069121	
840.02	0.57250879	0.56084534	
840.22	0.57226344	0.56099934	
840.42	0.57226188	0.5611532	
840.62	0.57195806	0.56130693	
840.82	0.57203564	0.56146053	
841.02	0.57198264	0.56161399	
841.22	0.5726829	0.56176732	
841.42	0.57295037	0.56192052	
841.62	0.57289129	0.56207359	
841.82	0.57277441	0.56222652	
842.02	0.57262967	0.56237933	
842.22	0.57284769	0.562532	
842.42	0.57330182	0.56268454	
842.62	0.57396285	0.56283694	
842.82	0.57486368	0.56298922	
843.02	0.57510761	0.56314136	
843.22	0.57532081	0.56329338	
843.42	0.57561656	0.56344526	
843.62	0.57587671	0.56359701	
843.82	0.57631046	0.56374863	
844.02	0.57657889	0.56390011	
844.22	0.57613963	0.56405147	
844.42	0.57602327	0.5642027	
844.62	0.57567518	0.56435379	
844.82	0.57571914	0.56450476	
845.02	0.57567141	0.56465559	
845.22	0.57507816	0.5648063	
845.42	0.57499394	0.56495687	
845.62	0.57473531	0.56510731	
845.82	0.57460466	0.56525763	
846.02	0.57385803	0.56540781	
846.22	0.57402329	0.56555787	
846.42	0.57434781	0.56570779	
846.62	0.57476111	0.56585759	
846.82	0.57486036	0.56600725	
